track_artist,track_popularity,track_album_release_date
David Guetta,64,2014-04-06
DJ Snake,72,2013-12-18
Hardwell,13,2014-04-21
Martin Garrix,5,2013-10-08
Stadiumx,0,2014-03-10
Tiësto,5,2013-12-13
New World Sound,0,2014-04-28
New World Sound,0,2013-07-05
Will Sparks,34,2014-02-14
TJR,0,2014-03-03
Timmy Trumpet,28,2014-04-10
Dimitri Vegas & Like Mike,0,2013-06-11
W&W,47,2014-02-24
Armin van Buuren,16,2014-03-10
Laidback Luke,0,2014-05-06
David Guetta,40,2012-12-07
Major Lazer,1,2013-03-15
R3HAB,1,2014-03-24
Denzal Park,0,2013-03-08
3LAU,0,2014-05-12
Martin Garrix,2,2014-03-10
DubVision,0,2014-02-07
John Christian,12,2013-11-11
DJ C Club,0,2014-05-06
PH Electro,0,2014-03-28
Blasterjaxx,1,2014-04-21
East & Young,30,2014-02-28
Sandro Silva,0,2014-02-10
TJR,0,2013-01-01
TJR,0,2014-05-19
Showtek,0,2014-04-07
TJR,32,2013-01-01
Shermanology,0,2014-03-17
Blasterjaxx,0,2014-02-17
Röyksopp,36,2014-04-28
Diplo,1,2013-10-15
SEREBRO,0,2013-06-14
Cedric Gervais,9,2012-01-01
Sunnery James & Ryan Marciano,0,2014-05-05
New World Sound,0,2012-11-05
New World Sound,0,2013-04-29
DVBBS,3,2014-04-28
Showtek,1,2013-11-13
Afrojack,0,2011-05-16
Quintino,0,2013-08-19
TST,0,2014-05-19
Laidback Luke,0,2014-03-18
Moguai,0,2014-05-26
Firebeatz,0,2014-06-02
MOTi,0,2013-03-08
Steve Aoki,0,2013-02-05
DVBBS,0,2013-12-23
Contiez,13,2012-05-15
J-Trick,23,2012-06-18
Chuckie,28,2012-11-26
Bassjackers,0,2014-03-28
Armin van Buuren,41,2014-03-28
Sidney Samson,0,2014-05-26
DJ Bam Bam,0,2013-05-07
Ahzee,42,2014-02-22
DJ Kuba,7,2014-03-17
Wolfpack,21,2014-05-19
Yves V,0,2013-11-29
Quintino,0,2013-09-23
Sandro Silva,12,2013-12-06
Zomboy,0,2014-05-19
MAKJ,42,2014-03-17
Yellow Claw,0,2014-02-10
Cosmic Gate,13,2014-01-06
Firebeatz,0,2014-06-02
Galantis,20,2014-05-26
Far East Movement,0,2014-01-01
Deorro,0,2014-02-21
Tiësto,39,2014-06-06
Quintino,0,2014-05-30
Scooter,38,2014-05-23
R3HAB,0,2013-07-15
Deorro,41,2014-06-23
David Guetta,20,2014-06-30
Muttonheads,0,2013-01-01
Firebeatz,0,2014-07-05
Ummet Ozcan,0,2014-07-14
Mike Hawkins,0,2014-02-17
Sidney Housen,7,2014-07-04
Husman,5,2014-05-19
Armin van Buuren,45,2013-05-03
Michael Mind Project,40,2014-03-28
Sidney Housen,4,2014-02-17
David Guetta,54,2014-06-30
Syndicate Of L.A.W.,0,2014-06-09
Afrojack,0,2014-01-01
Hard Rock Sofa,0,2013-05-31
Jerome,47,2019-10-30
Dua Lipa,47,2019-12-18
Beeskov,34,2019-01-11
Betta Lemme,39,2019-06-07
Curbi,58,2019-10-04
DJ Den,26,2019-12-20
Beeskov,28,2019-08-09
Chris Night,36,2019-10-11
Laidback Luke,58,2019-10-11
CARSTN,47,2019-09-20
Steve Angello,51,2019-08-30
Chris Lorenzo,42,2019-07-12
Dastic,1,2019-07-12
eSQUIRE,36,2019-10-04
Fabio Vela,26,2019-05-17
Tiësto,56,2019-08-02
Copycattz,40,2019-09-06
WILL K,39,2019-07-05
Rich James,34,2019-11-08
Beeskov,34,2019-10-07
Duke Dumont,68,2019-08-09
EDX,48,2019-08-16
David Puentez,48,2019-10-11
Alok,61,2019-08-30
Sevenn,60,2019-06-14
VIZE,72,2019-05-03
M-22,68,2019-06-14
Milk for Two,47,2019-04-12
HUGEL,46,2019-08-09
Mike La Funk,31,2019-07-01
CALVO,60,2019-04-12
Bart B More,38,2019-06-14
GAMPER & DADONI,72,2019-03-29
Sigala,16,2019-07-05
AKA AKA,36,2019-05-17
DallasK,62,2019-09-06
EDX,54,2019-09-27
C-BooL,55,2019-09-13
Beeskov,31,2019-04-26
Laidback Luke,63,2019-04-26
Calvin Harris,58,2019-04-05
Kaskade,36,2019-05-10
Paulo & Verde,39,2019-06-14
Ben Rainey,29,2019-08-02
Don Diablo,72,2019-09-05
Martin Mix,37,2019-09-27
Alizzmatic,22,2018-05-01
Alizzmatic,18,2018-05-01
Alizzmatic,21,2018-05-01
Alizzmatic,16,2018-05-01
Alizzmatic,21,2018-05-01
Alizzmatic,18,2018-05-01
Croma,21,2016-11-24
Semser,19,2019-01-02
Croma,21,2016-04-12
AWASAKI,22,2018-11-12
AWASAKI,22,2018-11-12
Martin Numan,20,2018-03-19
Martin Numan,18,2018-03-19
Martin Numan,19,2018-03-19
Martin Numan,16,2018-03-19
Martin Numan,19,2018-03-19
Martin Numan,18,2018-03-19
Martin Numan,20,2018-03-19
Semser,14,2018-03-05
Semser,19,2018-03-05
Semser,14,2018-03-05
Semser,14,2018-03-05
Semser,15,2018-03-05
Semser,18,2018-04-27
Semser,17,2018-04-27
Semser,14,2018-04-27
Semser,15,2018-04-27
Semser,16,2018-04-27
Semser,16,2018-04-27
Semser,16,2018-07-25
Semser,14,2018-07-25
Semser,16,2018-07-25
Semser,14,2018-07-25
Semser,15,2018-07-25
Semser,15,2018-07-25
Semser,17,2018-07-25
Tetengo,16,2018-06-21
Tetengo,14,2018-06-21
Tetengo,18,2018-06-21
Tetengo,16,2018-06-21
Tetengo,13,2018-06-21
Tetengo,16,2018-06-21
Tetengo,13,2018-06-21
Tetengo,15,2018-06-21
Tetengo,16,2018-06-21
Rob Stepwart,17,2018-11-27
Rob Stepwart,14,2018-11-27
Rob Stepwart,14,2018-11-27
Rob Stepwart,13,2018-11-27
Rob Stepwart,13,2018-11-27
Rob Stepwart,13,2018-11-27
Rob Stepwart,15,2018-11-27
Rob Stepwart,14,2018-11-27
Rob Stepwart,14,2018-11-27
Rob Stepwart,14,2018-11-27
Rob Stepwart,15,2018-11-27
Rob Stepwart,15,2018-11-27
Rob Stepwart,13,2018-11-27
Rob Stepwart,15,2018-11-27
Rob Stepwart,13,2018-11-27
Rob Stepwart,15,2018-11-27
Rob Stepwart,13,2018-11-27
Rob Stepwart,13,2018-11-27
Rob Stepwart,13,2018-11-27
Rob Stepwart,15,2018-11-27
Croma,21,2018-12-30
Chris Goldarg,17,2019-01-27
Chris Goldarg,18,2019-01-27
Chris Goldarg,16,2019-01-27
Chris Goldarg,16,2019-01-27
Chris Goldarg,14,2019-01-27
Chris Goldarg,17,2019-01-27
Chris Goldarg,15,2019-01-27
Chris Goldarg,15,2019-01-27
Chris Goldarg,17,2019-01-27
Chris Goldarg,19,2019-01-27
Sovieti,0,2019-02-01
Dj Electrocimatic,19,2019-03-10
Dj Electrocimatic,19,2019-03-10
Dj Electrocimatic,18,2019-03-10
Dj Electrocimatic,17,2019-03-10
Dj Electrocimatic,17,2019-03-10
Dj Electrocimatic,20,2019-03-10
Tetengo,17,2019-03-27
Tetengo,14,2019-03-27
Tetengo,19,2019-03-27
Tetengo,20,2019-03-27
Daemus Moon,20,2019-04-28
Daemus Moon,19,2019-04-28
Daemus Moon,16,2019-04-28
Daemus Moon,15,2019-04-28
Daemus Moon,17,2019-04-28
Daemus Moon,19,2019-04-28
Daemus Moon,19,2019-04-28
Almanij,22,2019-05-17
Almanij,22,2019-05-17
Buzz&Fuxx,22,2019-05-24
Buzz&Fuxx,22,2019-05-24
Kalerous,15,2019-06-09
Kalerous,14,2019-06-09
Lucky Luke,55,2017-11-28
Lucky Luke,62,2017-09-18
Lucky Luke,16,2018-01-31
Infinity Ink,48,2012-12-07
Dynoro,66,2018-01-17
Ed Marquis,64,2017-04-28
Miscris,54,2017-12-13
Lucky Luke,46,2017-10-15
KVSH,66,2017-03-13
Gaullin,51,2017-10-12
Miscris,49,2017-11-07
Dwin,59,2017-09-04
Lucky Luke,49,2017-01-15
Dwin,59,2018-02-03
Dirty Rush & Gregor Es,3,2017-11-17
Holl & Rush,1,2017-09-11
Rompasso,1,2017-08-16
Chocolate Puma,47,2017-02-17
David Guetta,72,2018-02-22
Rune RK,60,2014-10-27
Gaullin,65,2018-02-07
Our Psych,1,2017-01-30
Lucky Luke,60,2018-04-06
Dwin,53,2018-01-07
Cat Dealers,52,2017-07-19
TRFN,57,2018-05-17
Kaan Pars,37,2018-01-14
Pep & Rash,0,2017-06-12
Tchami,57,2015-03-17
Two Figures,39,2017-02-24
Merk & Kremont,4,2017-12-29
Dynoro,84,2018-06-08
Toby Green,2,2017-07-18
Toby Green,47,2016-05-16
Dynoro,50,2017-02-24
DR. KUCHO!,57,2005
Martin Vide,52,2018-03-30
Bougenvilla,0,2017-04-03
Lucas & Steve,55,2017-07-03
Uplink,28,2017-03-24
Jonas Aden,1,2016-03-23
Gaullin,43,2017-12-05
LTGTR,45,2017-03-30
Linas Music,42,2017-11-30
Gaullin,39,2018-03-14
Dwin,48,2018-03-29
Jack Wins,0,2017-10-23
Aneesh Chengappa,0,2017-09-28
Gaullin,5,2018-06-16
Kaan Pars,41,2018-05-17
Dirty Rush & Gregor Es,36,2016-08-19
Paige,0,2018-06-15
Vato Gonzalez,40,2018-07-13
Zonderling,2,2018-07-06
Firebeatz,28,2018-06-01
Chester Young,0,2018-05-04
VIZE,68,2018-06-15
Angelika Vee,54,2017-06-02
Vice,30,2016-01-15
Dillon Reed,46,2018-03-14
Kaan Pars,33,2018-02-02
Lucky Luke,56,2018-07-12
Falco,32,2018-04-10
Lucky Luke,55,2018-06-07
LTGTR,41,2018-05-14
Gaullin,57,2018-05-09
Nu Aspect,45,2017-03-03
Liu,36,2018-08-24
Luke ST,37,2018-09-05
Manuel Costa,32,2018-09-28
Lucky Luke,62,2018-09-21
Mike Candys,54,2018-09-28
Aivarask,39,2018-05-10
Dubdogz,55,2018-11-16
TRFN,47,2018-10-10
Hot Light,49,2016-10-26
Dirty Rush & Gregor Es,1,2018-11-16
Kaan Pars,47,2018-03-03
Lucky Luke,45,2018-08-01
Lucky Luke,59,2018-08-06
Kaan Pars,48,2018-06-09
Croatia Squad,41,2016-10-17
Tom Novy,62,2017-07-28
The First Station,0,2018-04-06
Sam Collins,46,2015-06-19
Kaan Pars,38,2018-01-20
Marshmello,58,2018-04-06
Ilkay Sencan,54,2018-07-06
Kaan Pars,33,2018-11-29
CØDE,43,2018-02-14
Sofi Tukker,25,2018-08-10
Dubdogz,60,2016-10-10
TRFN,56,2018-12-28
LIUFO,0,2018-12-26
Deepmaniak,24,2015-12-15
SLORAX,44,2018-12-21
Erd1,46,2019-01-08
Hardwell,58,2019-10-18
David Guetta,72,2018-02-22
Ryos,44,2020-01-10
Sick Individuals,49,2020-01-08
NDR8,34,2020-01-10
KAAZE,47,2019-12-25
Hardwell,63,2019-11-22
ARMNHMR,38,2020-01-17
KAAZE,45,2019-12-13
Blackcode,39,2019-12-18
Sick Individuals,53,2019-12-06
Corx,21,2020-01-10
KAAZE,51,2019-11-01
Sandro Silva,31,2019-12-04
KAAZE,53,2019-12-06
BonRen,24,2020-01-10
RMCM,34,2019-12-11
Maddix,42,2019-11-29
Olly James,38,2019-11-20
Tim Hox,37,2019-12-13
Jimmy Clash,37,2019-11-27
Saint Punk,37,2019-12-06
Jaz Dhami,45,2019-12-06
Sammy Boyle,31,2019-11-29
MR.BLACK,38,2019-11-15
Dada Life,38,2019-11-08
Hardwell,67,2018-08-17
Maddix,32,2019-12-13
Rob & Jack,55,2019-10-11
Marc Joef,34,2019-11-15
Wyko,24,2019-11-08
Maddix,39,2019-09-20
Teamworx,32,2019-10-30
Crossnaders,37,2019-11-13
KAAZE,32,2019-12-10
Reggio,30,2019-10-09
Ryos,40,2019-10-16
Maski & Banga,28,2019-11-22
D3FAI,24,2019-10-11
KAAZE,42,2019-10-04
BROMYGO,26,2019-11-08
Dannic,53,2019-08-23
Olly James,43,2019-08-21
Justin Prime,26,2019-08-23
Curbi,47,2019-11-15
Luca Testa,30,2019-08-14
Hardwell,57,2018-07-13
Matisse & Sadko,50,2019-09-13
RetroVision,53,2019-09-27
SWACQ,44,2019-07-03
Thomas Gold,39,2019-07-26
Sick Individuals,48,2019-07-05
Dave Garnier,23,2019-10-25
MR.BLACK,28,2019-07-17
Daffy Muffin,29,2019-06-12
Julian Jordan,32,2019-08-14
Carta,29,2019-09-13
Futuristic Polar Bears,36,2019-10-18
MR.BLACK,46,2019-06-07
PURARI,38,2019-06-05
Jones & Brock,32,2019-08-30
Kill The Buzz,38,2019-05-29
Swanky Tunes,33,2019-09-20
KSHMR,61,2019-05-24
Syzz,27,2019-05-22
KAAZE,33,2019-05-17
Rob & Jack,32,2019-05-15
Jack & James,40,2019-05-10
Justin Prime,30,2019-05-01
Thomas Gold,31,2019-04-17
Funk Machine,25,2019-04-12
SaberZ,30,2019-04-10
Ryos,33,2019-02-20
KAAZE,39,2019-04-05
Sick Individuals,55,2019-03-29
Sick Individuals,49,2019-03-15
KRISM,32,2019-02-22
Dave Mak,20,2019-02-22
Swede Dreams,20,2019-02-08
VITIZE,31,2019-02-01
Kevu,21,2019-02-01
H2HB,17,2019-01-25
KaZo,15,2019-01-18
Jaycen A'mour,38,2019-01-11
Widemode,36,2019-01-04
NAEMS,19,2018-12-14
Winning Team,22,2018-12-14
NAEMS,18,2018-12-07
Latwer,17,2018-11-30
RudeLies,19,2018-11-30
FineRefined,16,2018-11-23
Krimsonn,17,2018-11-16
Castion,17,2018-11-16
Artin,19,2018-11-02
SpinRox,18,2018-10-26
Tom Crusher,17,2018-10-19
MADDOW,17,2018-10-19
Andrew Belize,18,2018-10-12
LoaX,19,2018-10-12
Stormerz,29,2018-10-05
Hardwell,58,2018-01-22
Carnage,48,2015-10-30
Andrew Sound,30,2019-12-06
Afrojack,40,2014-08-27
Seth Hills,29,2018-12-10
W&W,62,2019-05-17
Dimitri Vegas & Like Mike,55,2017-06-02
Timmy Trumpet,61,2018-09-28
Dimitri Vegas & Like Mike,66,2018-07-20
Maddix,46,2018-11-09
Tiësto,65,2015-09-14
Rune RK,60,2014-10-27
Sansixto,20,2018-03-16
Kura,25,2017-06-26
Dr Phunk,45,2019-01-25
Bassjackers,38,2015-02-16
MR.BLACK,25,2019-01-30
VINAI,47,2015-08-03
R3SPAWN,34,2019-07-19
Funk Machine,35,2019-04-12
Quintino,38,2014-10-13
R3HAB,57,2014-08-15
Tujamo,69,2016-04-01
Firebeatz,54,2014-09-05
Steve Aoki,66,2018-03-23
Matt Watkins,23,2018-03-16
Ummet Ozcan,44,2014-11-21
Bassjackers,49,2014-10-31
R3HAB,58,2015-11-06
DVBBS,57,2014-12-08
Borgeous,41,2014-12-08
Steven Vegas,21,2018-11-12
Awaker,20,2019-11-22
Thyse,16,2019-11-15
The Golden Army,23,2019-11-15
Crowd,28,2019-11-08
Bigenesis,26,2019-11-08
Hellblasterz,20,2019-11-01
Agus Zack,35,2019-10-25
Bounce Inc.,27,2019-10-18
Shadw,21,2019-10-04
CAMO,15,2019-10-04
Joey Antonelli,23,2019-09-27
Jenil,19,2019-09-20
Marnage,27,2019-09-13
Oliver Wade,19,2019-09-13
Kevu,22,2019-09-06
Zinko,16,2019-08-23
NO-ONE,20,2019-08-09
Oskah,15,2019-08-02
Kevu,16,2019-08-02
Sebastian Mateo,21,2019-07-12
L3N,19,2019-07-12
Bora,12,2019-07-05
Siks,11,2019-07-05
LMNTRX,16,2019-07-05
PØP CULTUR,18,2019-06-28
Stayer,18,2019-06-21
Boothed,17,2019-06-21
Mutiny,11,2019-06-14
Deekey,22,2019-06-14
Sebastian Mateo,13,2019-06-07
NAEMS,23,2019-06-07
MRKIZ,11,2019-05-31
Siks,22,2019-05-31
TBR,19,2019-04-12
LMNTRX,12,2019-04-05
Jack & James,20,2019-04-05
W&W,23,2016-10-31
Dimitri Vegas & Like Mike,45,2015-05-04
Hardwell,43,2016-04-11
Dimitri Vegas & Like Mike,58,2014-07-01
Dimitri Vegas & Like Mike,40,2016-02-29
W&W,0,2015-09-07
W&W,34,2015-11-20
W&W,36,2014-05-05
Headhunterz,18,2014-11-11
Dimitri Vegas & Like Mike,2,2015-02-13
"Dimitri Vegas, Moguai & Like Mike",31,2015-02-01
Dimitri Vegas & Like Mike,2,2013-10-14
Dimitri Vegas & Like Mike,0,2013-09-16
Armin van Buuren,26,2016-01-18
W&W,36,2015-06-15
W&W,9,2014-09-23
W&W,41,2014-02-24
W&W,46,2013-06-03
Armin van Buuren,33,2013-05-03
W&W,36,2013-03-29
Armin van Buuren,23,2013-03-11
W&W,28,2012-12-17
W&W,29,2012-08-06
Hardwell,53,2015-09-14
W&W,56,2016-07-11
Hardwell,46,2016-03-04
Hardwell,34,2014-08-08
Martin Garrix,66,2015-03-17
Martin Garrix,5,2015-02-23
Martin Garrix,2,2016-05-27
Martin Garrix,50,2015-12-11
Martin Garrix,2,2015-07-27
Martin Garrix,4,2015-07-27
Martin Garrix,3,2014-10-27
Sander van Doorn,37,2014-10-19
Martin Garrix,42,2014-07-01
Martin Garrix,36,2014-07-01
Martin Garrix,0,2013-03-18
Julian Jordan,0,2012-11-12
Martin Garrix,0,2013-01-01
Blasterjaxx,0,2016-10-03
Tiësto,65,2015-04-03
KSHMR,5,2016-04-08
KSHMR,2,2015-12-25
KSHMR,0,2015-06-29
R3HAB,2,2014-12-29
KSHMR,25,2014-10-06
KSHMR,2,2015-09-11
KSHMR,0,2016-11-18
KSHMR,0,2014-03-10
KSHMR,0,2015-02-09
Showtek,1,2014-01-13
Showtek,47,2016-08-12
David Guetta,51,2014-11-24
Major Lazer,51,2016-09-30
David Guetta,59,2014-01-27
DVBBS,0,2015-03-16
Carnage,45,2015-07-10
Bass Modulators,25,2016-10-10
The Chainsmokers,58,2016-05-27
Axwell /\ Ingrosso,36,2015-08-28
Sander van Doorn,49,2014-07-01
Headhunterz,1,2016-06-27
R3HAB,1,2015-11-27
KSHMR,0,2016-12-26
Tiësto,11,2015-09-14
Headhunterz,23,2015-03-27
Headhunterz,1,2015-06-08
DVBBS,3,2014-04-28
Dzeko & Torres,13,2015-09-22
Yellow Claw,0,2014-12-15
Hardwell,22,2015-07-31
W&W,51,2016-04-03
Bassjackers,0,2016-03-25
Headhunterz,2,2016-05-09
Dimitri Vegas & Like Mike,46,2016-06-10
W&W,44,2016-10-31
Hardwell,20,2015-01-09
Hardwell,17,2015-12-04
Sidney Samson & Martin Garrix,0,2013-03-05
Afrojack,1,2014-08-27
Martin Garrix,2,2014-03-10
Showtek,0,2013-09-02
Bassjackers,37,2015-11-06
Dbstf,0,2015-04-20
JDG,0,2015-08-17
Jay Hardway,0,2015-07-10
Calvin Harris,48,2015-03-16
Martin Garrix,30,2013-01-01
Bassjackers,1,2014-10-31
DVBBS,1,2014-12-08
R3HAB,31,2014-04-07
Deorro,63,2014-10-14
Deorro,0,2014-05-27
New World Sound,0,2013-11-29
Andrew Rayel,31,2016-08-11
twoloud,0,2015-05-04
Rick Mitchells,16,2016-08-01
Wildstylez,22,2015-05-25
W&W,46,2015-06-29
Colin Cooper,18,2019-09-13
Topic,36,2019-04-12
Colin Cooper,41,2019-07-19
Martin Garrix,68,2019-03-31
Seth Hills,38,2019-04-11
Julian Jordan,37,2019-03-07
TV Noise,38,2019-02-01
Curbi,37,2019-04-01
Martin Garrix,52,2018-12-07
David Guetta,76,2019-02-08
Jewelz & Sparks,35,2019-04-05
Don Diablo,57,2019-03-29
Armin van Buuren,45,2019-04-05
Armin van Buuren,51,2019-03-15
W&W,39,2019-03-25
NOTD,21,2019-03-08
Da Hool,44,2019-03-29
BROHUG,39,2019-02-01
Tchami,54,2019-03-25
twoloud,34,2016-06-24
Tiësto,44,2019-03-29
Tiësto,1,2019-04-05
Holl & Rush,0,2019-03-29
Gryffin,38,2017-07-21
Moguai,13,2017-08-18
Jonas Aden,3,2019-02-01
Zedd,49,2019-03-22
Hardwell,38,2019-03-08
Dog Blood,1,2019-03-29
Merk & Kremont,50,2019-04-05
Jay Hardway,45,2019-04-08
Mike Cervello,34,2019-04-01
RudeLies,31,2019-03-29
Calvin Harris,63,2019-04-05
Fedde Le Grand,64,2019-02-08
TV Noise,50,2019-02-27
Blinders,42,2019-03-08
Laidback Luke,29,2019-01-11
Alok,61,2019-02-01
Bassjackers,48,2019-03-18
twoloud,31,2019-03-22
Manse,44,2019-03-20
Chico Rose,16,2019-03-22
DubVision,9,2019-04-05
Lucas & Steve,62,2019-03-18
Deniz Koyu,36,2019-03-11
Garmiani,45,2019-03-11
Salvatore Ganacci,48,2019-03-29
Tujamo,62,2019-02-22
Jordan Jay,40,2019-02-08
Tiësto,13,2018-10-26
MEDUZA,91,2019-10-11
YNKKX,17,2019-06-21
Lost Chameleon,19,2019-04-26
Brodi,14,2019-05-03
Avicii,70,2019-08-23
Deep Chills,40,2019-07-05
Martin Garrix,69,2019-12-31
Jay Fox,34,2018-12-21
K-391,78,2019-08-30
Desert Minds,22,2019-04-19
Pete Kingsman,23,2019-04-05
Brodi,14,2019-02-22
Ingenia,29,2016-07-07
Bespoke Dude,30,2019-03-08
Nate VanDeusen,29,2019-05-03
Alesso,69,2019-09-06
NERVO,60,2020-01-03
The Him,49,2019-03-01
Chris Viviano,34,2018-11-09
Nate VanDeusen,37,2019-03-22
Pete Kingsman,30,2018-12-14
Pards,28,2019-05-03
Cat Dealers,57,2020-01-10
Ingenia,12,2014-09-17
Deep Chills,24,2018-11-02
FIXL,47,2020-01-10
The Him,51,2018-03-16
Duke Dumont,54,2020-01-17
The Him,56,2017-11-24
Martin Garrix,77,2018-07-29
Armin van Buuren,65,2019-07-12
Kygo,66,2019-07-05
Aaron Smith,84,2014-11-07
Deep Chills,37,2018-09-21
Dubdogz,58,2019-11-22
Groove Delight,62,2019-09-27
The Him,44,2018-08-03
STLN,33,2020-01-10
Sofia Carson,52,2019-12-13
Ed Sheeran,66,2019-07-11
Zara Larsson,70,2019-07-05
Pete Kingsman,29,2018-10-12
Lewis Capaldi,70,2019-09-27
Kehele Keff,39,2019-11-08
Daniel Diazz,9,2015-10-23
Pete Kingsman,32,2018-07-20
Ingenia,15,2015-09-30
Blasterjaxx,52,2019-12-13
Quintino,47,2019-10-11
Dimitri Vangelis & Wyman,62,2019-06-14
Ummet Ozcan,52,2019-10-25
Olly James,39,2020-01-10
Tiësto,46,2019-03-22
Marnik,57,2020-01-03
Galantis,46,2019-11-22
Quintino,49,2019-04-22
Yves V,39,2019-12-09
Tujamo,69,2019-09-13
Zedd,50,2020-01-03
Blasterjaxx,53,2019-11-08
Lucas & Steve,59,2019-11-29
Wasback,30,2019-11-22
Marc Benjamin,35,2020-01-13
Justin Mylo,41,2019-08-16
Dimitri Vegas & Like Mike,64,2019-09-13
Tujamo,60,2019-11-29
Kura,59,2019-06-10
ANG,31,2019-09-27
Hardwell,57,2019-07-19
Bassjackers,47,2019-11-22
bad nelson,22,2019-10-04
Averdeck,33,2019-11-22
Bassjackers,42,2019-09-30
Quintino,23,2019-10-07
Magnificence,58,2019-10-25
Stoltenhoff,34,2019-08-05
Blasterjaxx,42,2019-06-21
Kura,33,2019-09-02
Bassjackers,50,2019-07-22
Blasterjaxx,39,2019-06-28
John Christian,52,2019-05-03
Tommie Sunshine,55,2019-07-26
Blasterjaxx,53,2019-06-14
Antoine Delvig,31,2019-12-06
Kevu,34,2019-08-30
Jasted,32,2019-10-25
Blasterjaxx,59,2019-04-19
Ummet Ozcan,47,2019-08-30
Olly James,42,2019-07-12
MGM,22,2019-07-15
Blasterjaxx,31,2019-03-22
Jay Hardway,43,2019-06-03
Alok,56,2019-08-09
Trobi,36,2019-05-27
Tiësto,60,2019-03-15
Jay Hardway,41,2019-02-08
Dimitri Vegas & Like Mike,57,2015-02-13
R3HAB,0,2014-12-29
Borgore,55,2014-04-28
Ummet Ozcan,46,2014-04-14
Firebeatz,47,2015-05-22
Dimitri Vegas & Like Mike,55,2013-03-19
DVBBS,59,2013-09-02
Bassjackers,56,2015-04-28
R3HAB,0,2014-08-15
Dimitri Vegas & Like Mike,2,2017-06-02
Borgeous,42,2014-09-08
DVBBS,44,2015-08-17
Jay Hardway,51,2015-11-13
R3HAB,50,2015-06-12
Quintino,0,2014-10-13
Laidback Luke,45,2013-07-26
DVBBS,44,2015-03-16
VINAI,36,2015-05-04
DJ Isaac,0,2015-08-31
Quintino,44,2016-01-01
Bassjackers,58,2016-08-19
Blasterjaxx,41,2015-12-11
Tony Junior,0,2016-07-11
Blasterjaxx,40,2014-02-17
Ibranovski,31,2014-02-03
Alvaro,0,2015-04-13
Tony Junior,31,2015-07-06
twoloud,48,2015-10-09
Firebeatz,31,2015-01-12
twoloud,40,2014-04-28
twoloud,35,2015-05-04
Headhunterz,39,2015-12-14
Dimitri Vegas & Like Mike,56,2017-10-25
W&W,44,2016-07-11
W&W,51,2018-04-09
W&W,51,2015-03-16
Dimitri Vegas & Like Mike,45,2015-05-08
Ummet Ozcan,45,2018-03-19
Bassjackers,29,2016-06-10
Blasterjaxx,0,2015-07-17
Hardwell,5,2017-09-22
Hardwell,58,2012-05-18
Blasterjaxx,3,2017-11-13
Blasterjaxx,41,2018-01-15
Blasterjaxx,22,2016-09-19
Hardwell,24,2016-08-29
Sick Individuals,19,2016-04-08
Dbstf,27,2016-04-07
TWIIG,21,2017-07-06
TWIIG,25,2016-12-12
TWIIG,23,2016-06-13
Maurice West,55,2018-02-26
Maurice West,27,2017-02-06
Kenneth G,18,2016-01-29
Maestro Harrell,28,2016-04-11
KSHMR,46,2017-07-21
Dzeko & Torres,0,2015-02-16
Julian Jordan,10,2016-04-18
DVBBS,36,2014-10-03
Joey Dale,35,2017-03-27
Hardwell,37,2015-01-23
Hardwell,30,2015-01-23
Hardwell,26,2015-01-23
Hardwell,29,2015-01-23
Sash!,5,2016-02-05
Pitchback,23,2016-06-17
Pitchback,10,2016-10-24
VINAI,34,2016-04-01
TWIIG,26,2017-03-13
Maestro Harrell,32,2015-10-26
Blasterjaxx,43,2016-04-08
NWYR,38,2017-06-12
R3HAB,52,2015-11-27
Blasterjaxx,42,2016-11-21
Bassjackers,0,2017-12-08
Blasterjaxx,38,2016-12-30
Kill The Buzz,30,2017-01-02
Garmiani,1,2016-02-19
Martin Garrix,43,2015-02-13
Afrojack,37,2014-10-20
Martin Garrix,38,2013-12-16
Martin Garrix,53,2014-03-10
DVBBS,43,2014-03-31
Borgeous,38,2014-11-07
J Balvin,34,2017-11-10
Steve Aoki,5,2018-03-23
Sultan + Shepard,1,2019-08-30
Regard,8,2019-11-22
The Chainsmokers,85,2019-12-06
Regard,94,2019-07-26
Loud Luxury,30,2019-10-04
Lost Frequencies,49,2019-10-04
The Black Eyed Peas,63,2019-12-20
Sam Feldt,70,2020-01-10
Don Diablo,51,2019-11-28
Armin van Buuren,8,2020-01-17
Nea,63,2020-01-10
Alan Walker,85,2019-12-27
Famba,35,2019-08-30
Martin Garrix,83,2019-10-31
R3HAB,70,2019-11-15
Madeon,60,2019-11-15
Armin van Buuren,38,2019-10-25
Sigala,57,2019-12-13
Franky Wah,58,2019-12-06
Rence,43,2019-11-22
Midnight Kids,54,2019-12-10
Brando,40,2020-01-10
Amtrac,58,2020-01-03
Lost Kings,45,2019-10-25
Josef Salvat,36,2019-12-12
Addal,57,2019-11-08
Sigala,76,2019-11-01
Franky Wah,42,2019-11-22
AZTX,30,2019-12-06
CamelPhat,68,2019-11-08
Amtrac,46,2019-12-13
Digital Farm Animals,36,2019-11-01
Meghan Trainor,43,2019-11-22
Cosmo's Midnight,58,2019-11-22
Dom Dolla,45,2019-11-15
Gaullin,69,2019-11-01
The Chainsmokers,66,2019-11-08
BTS,66,2019-11-01
SAINt JHN,88,2019-10-09
Starley,27,2019-11-15
